State,Zip Code,Place Name,County,Lat,Long
NY,14869,Odessa,Schuyler,42.3609,-76.7717
AL,35011,Alexander City,Tallapoosa,32.9902,-85.958
OH,43068,Reynoldsburg,Franklin,39.9551,-82.8035
WV,26205,Craigsville,Nicholas,38.3254,-80.6444
FL,32308,Tallahassee,Leon,30.4771,-84.2246
OH,44503,Youngstown,Mahoning,41.102,-80.65
IN,47556,Mariah Hill,Spencer,38.1664,-86.9172
IN,47980,Reynolds,White,40.7606,-86.8691
CO,81091,Weston,Las Animas,37.1702,-104.8247
WA,98252,Granite Falls,Snohomish,48.079,-121.9428
LA,70353,Dulac,Terrebonne,29.3695,-90.697
FL,34460,Lecanto,Citrus,28.8593,-82.5087
KS,66739,Galena,Cherokee,37.0632,-94.6557
TN,37207,Nashville,Davidson,36.2195,-86.774
WI,54138,Lakewood,Oconto,45.3163,-88.5032
MO,63535,Coatsville,Schuyler,40.5665,-92.6388
NY,12543,Maybrook,Orange,41.4886,-74.2163
AL,35553,Double Springs,Winston,34.1387,-87.3974
CA,96069,Oak Run,Shasta,40.6863,-122.0409
LA,71240,Fairbanks,Ouachita Parish,32.6443,-92.0365
LA,70359,Gray,Terrebonne,29.6903,-90.7807
TN,38237,Martin,Weakley,36.3425,-88.8554
FL,34287,North Port,Sarasota,27.0478,-82.2416
NJ,7645,Montvale,Bergen,41.0495,-74.0384
CA,95269,Stockton,San Joaquin,38.0187,-121.3225
IL,61567,Topeka,Mason,40.3303,-89.9312
FL,33437,Boynton Beach,Palm Beach,26.5312,-80.1418
NJ,8504,Blawenburg,Somerset,40.4076,-74.7027
NY,12568,Plattekill,Ulster,41.6412,-74.0781
TX,78579,Progreso,Hidalgo,26.0922,-97.9533
IL,62424,Dieterich,Effingham,39.0319,-88.4074
AL,36675,Mobile,Mobile,30.6944,-88.0431
ME,4851,Matinicus,Knox,43.8651,-68.887
MO,64469,Maysville,DeKalb,39.9112,-94.3548
FL,33650,Tampa,Hillsborough,27.872,-82.4388
MN,56248,Herman,Grant,45.8086,-96.1434
NC,28258,Charlotte,Mecklenburg,35.26,-80.8042
TX,77054,Houston,Harris,29.6852,-95.4017
IL,61863,Pesotum,Champaign,39.9151,-88.2743
PA,15422,Chestnut Ridge,Fayette,39.9812,-79.8116
ID,83340,Ketchum,Blaine,43.6692,-114.4858
AL,35740,Bridgeport,Jackson,34.9446,-85.7277
MO,65662,Grovespring,Wright,37.4947,-92.6001
MS,39553,Gautier,Jackson,30.398,-88.6412
CA,95843,Antelope,Sacramento,38.7159,-121.3648
VA,23286,Richmond,City of Richmond,37.5242,-77.4932
VA,24549,Dry Fork,Pittsylvania,36.743,-79.458
PA,15268,Pittsburgh,Allegheny,40.4344,-80.0248
NY,11381,Flushing,Queens,40.6514,-73.8708
TX,77034,Houston,Harris,29.6364,-95.2216
CA,95141,San Jose,Santa Clara,37.3394,-121.895
IA,50266,West Des Moines,Polk,41.5695,-93.7994
AR,72478,Warm Springs,Randolph,36.4803,-91.0515
SD,57055,Renner,Minnehaha,43.6366,-96.7119
IL,62996,Villa Ridge,Pulaski,37.1578,-89.1825
MS,38756,Leland,Washington,33.3985,-90.8839
TX,78630,Cedar Park,Williamson,30.5052,-97.8203
NV,89440,Virginia City,Storey,39.2965,-119.6587
AL,35226,Birmingham,Jefferson,33.3967,-86.8346
LA,71110,Barksdale Afb,Bossier,32.5137,-93.6404
IA,51543,Kimballton,Audubon,41.6352,-95.0553
WI,53119,Eagle,Waukesha,42.8809,-88.4674
WV,25651,Wharncliffe,Mingo,37.5554,-81.9657
MD,21667,Still Pond,Kent,39.3293,-76.0455
CA,95120,San Jose,Santa Clara,37.2144,-121.8574
NM,87506,Santa Fe,Santa Fe,35.8195,-105.9886
CT,6503,New Haven,New Haven,41.3082,-72.9282
OK,74331,Afton,Ottawa,36.6296,-94.9432
VA,23917,Boydton,Mecklenburg,36.6544,-78.3752
WI,53039,Juneau,Dodge,43.3792,-88.6845
PA,17946,Lost Creek,Schuylkill,40.8081,-76.2407
NY,14857,Lakemont,Yates,42.5126,-76.927
AZ,85546,Safford,Graham,32.8295,-109.6266
FL,34107,Naples,Collier,26.1423,-81.796
MI,49969,Watersmeet,Gogebic,46.2542,-89.2108
WV,24888,Thorpe,McDowell,37.3687,-81.5165
OR,97504,Medford,Jackson,42.3363,-122.8398
WV,26136,Big Bend,Calhoun,38.9719,-81.136
UT,84121,Salt Lake City,Salt Lake,40.6226,-111.7777
OH,44221,Cuyahoga Falls,Summit,41.1401,-81.479
HI,96726,Honaunau,Hawaii,19.2783,-155.8453
IL,61524,Dunfermline,Fulton,40.4912,-90.0318
ME,4573,Walpole,Lincoln,43.9462,-69.5516
NE,69366,Whitman,Grant,41.9584,-101.5216
KY,42442,Nortonville,Hopkins,37.1834,-87.4605
NC,28775,Scaly Mountain,Macon,35.0311,-83.3274
TN,37374,Sequatchie,Marion,35.1634,-85.6371
WV,25720,Huntington,Cabell,38.4134,-82.2774
TX,75886,Tennessee Colony,Anderson,31.8354,-95.8389
TN,37398,Winchester,Franklin,35.1864,-86.113
NJ,7869,Randolph,Morris,40.8456,-74.5725
VA,20120,Centreville,Fairfax,38.8448,-77.467
OR,97063,Tygh Valley,Wasco,45.2229,-121.2927
WV,26035,Colliers,Brooke,40.3484,-80.5493
NM,87573,Tererro,San Miguel,35.7727,-105.6713
NM,88330,Holloman Air Force Base,Otero,32.8366,-106.0774
PA,17983,Valley View,Schuylkill,40.6445,-76.5448
CA,95834,Sacramento,Sacramento,38.6383,-121.5072
IL,61772,Shirley,McLean,40.4174,-89.0822
WV,26808,High View,Hampshire,39.2225,-78.4425
GA,30123,Cassville,Bartow,34.2442,-84.8457
NC,27053,Westfield,Surry,36.4674,-80.3677
IA,50364,Des Moines,Polk,41.6727,-93.5722
NY,14709,Angelica,Allegany,42.3263,-77.9947
NC,28280,Charlotte,Mecklenburg,35.2271,-80.8431
CA,91333,Pacoima,Los Angeles,34.2625,-118.427
NJ,7649,Oradell,Bergen,40.9535,-74.0335
OH,43920,East Liverpool,Columbiana,40.6774,-80.6006
NE,68870,Riverdale,Buffalo,40.8524,-99.1611
PA,17527,Gap,Lancaster,40.002,-75.9978
TX,78746,Austin,Travis,30.2971,-97.8181
PA,17406,York,York,40.0046,-76.5947
DC,20208,Washington,District of Columbia,38.8966,-77.0117
UT,84775,Torrey,Wayne,38.2969,-111.4138
FL,34987,Port Saint Lucie,St. Lucie,27.2606,-80.4771
NY,14815,Bradford,Steuben,42.3825,-77.0913
WI,54846,High Bridge,Ashland,46.3796,-90.7383
TX,76538,Jonesboro,Coryell,31.5599,-97.8456
OK,73565,Ryan,Jefferson,34.0238,-97.9461
VA,22972,Somerset,Orange,38.1997,-78.2394
IL,62914,Cairo,Alexander,37.0123,-89.1811
MT,59276,Whitetail,Daniels,48.8956,-105.1617
WI,53717,Madison,Dane,43.0736,-89.508
OH,45390,Union City,Darke,40.2018,-84.7832
RI,2816,Coventry,Kent,41.6914,-71.5768
KS,67071,Lake City,Barber,37.3569,-98.8098
KS,66603,Topeka,Shawnee,39.0553,-95.6802
IL,60401,Beecher,Will,41.3444,-87.6115
TX,76367,Iowa Park,Wichita,33.9423,-98.6745
KY,40165,Shepherdsville,Bullitt,38.0045,-85.6888
TX,76430,Albany,Shackelford,32.719,-99.3196
IN,47705,Evansville,Vanderburgh,37.9971,-87.575
CA,93613,Clovis,Fresno,36.8252,-119.7029
DC,20201,Washington,District of Columbia,38.8933,-77.0146
CO,80294,Denver,Denver,39.7491,-104.989
MN,56637,Talmoon,Itasca,47.5888,-93.7749
MO,63624,Bismarck,St. Francois,37.7539,-90.5984
MD,21146,Severna Park,Anne Arundel,39.0811,-76.5577
ND,58382,Webster,Ramsey,48.3229,-98.8739
MN,56069,Montgomery,Le Sueur,44.4356,-93.581
KS,66056,Mound City,Linn,38.156,-94.8186
AZ,85031,Phoenix,Maricopa,33.4939,-112.1696
KY,42171,Smiths Grove,Warren,37.0581,-86.1938
NY,11934,Center Moriches,Suffolk,40.7997,-72.797
MA,2349,Middleboro,Plymouth,41.8932,-70.9112
CA,92816,Anaheim,Orange,33.8401,-117.8867
OH,43213,Columbus,Franklin,39.9727,-82.8329
CA,95678,Roseville,Placer,38.7609,-121.2867
IL,61111,Loves Park,Winnebago,42.3295,-89.0335
CO,80437,Evergreen,Jefferson,39.522,-105.2239
CT,6910,Stamford,Fairfield,41.0391,-73.5591
WI,53596,Sun Prairie,Dane,43.1924,-89.2629
WV,25259,Looneyville,Roane,38.6641,-81.2822
WV,24868,Northfork,McDowell,37.4194,-81.4058
WV,24813,Bartley,McDowell,37.3407,-81.7376
TX,79731,Crane,Crane,31.3969,-102.3544
KY,41083,Sanders,Carroll,38.661,-84.9732
MD,21715,Brownsville,Washington,39.3869,-77.658
CA,95446,Guerneville,Sonoma,38.5055,-122.9965
LA,71230,Crowville,Franklin,32.2407,-91.5901
WV,26448,Wallace,Harrison,39.4117,-80.4865
KS,66755,Moran,Allen,37.9342,-95.1647
IL,61080,South Beloit,Winnebago,42.4837,-89.0298
NJ,7026,Garfield,Bergen,40.8789,-74.1081
PA,15628,Donegal,Westmoreland,40.0996,-79.381
IL,60510,Batavia,Kane,41.8482,-88.3098
MN,55415,Minneapolis,Hennepin,44.9742,-93.2585
WV,25149,Ottawa,Boone,37.9971,-81.717
AL,36862,Lafayette,Chambers,32.9252,-85.4426
NY,12124,New Baltimore,Greene,42.4442,-73.7882
LA,70114,New Orleans,Orleans,29.9379,-90.0331
NY,13624,Clayton,Jefferson,44.1442,-76.062
MA,1460,Littleton,Middlesex,42.5401,-71.4877
OH,45268,Cincinnati,Hamilton,39.1668,-84.5382
MD,20752,Suitland,Prince George's,38.8487,-76.9239
AL,35756,Madison,Madison,34.643,-86.8168
MO,63952,Mill Spring,Wayne,37.0675,-90.6746
IN,47948,Goodland,Newton,40.7669,-87.2999
ME,4282,Turner,Androscoggin,44.2557,-70.2494
IA,52648,Pilot Grove,Lee,40.7628,-91.5368
IN,47847,Dana,Vermillion,39.839,-87.4712
TX,76528,Gatesville,Coryell,31.4177,-97.833
KS,67870,Satanta,Haskell,37.4409,-100.9691
TX,77622,Hamshire,Jefferson,29.8668,-94.3187
OH,44128,Cleveland,Cuyahoga,41.4416,-81.5486
GA,30917,Augusta,Columbia,33.5277,-82.2355
VT,5825,Coventry,Orleans,44.8656,-72.2648
MO,64664,Mooresville,Livingston,39.7425,-93.7169
MN,56044,Henderson,Sibley,44.5344,-93.9345
OH,43619,Northwood,Wood,41.608,-83.4806
MO,65111,Jefferson City,Cole,38.5309,-92.2493
OK,74021,Collinsville,Tulsa,36.3701,-95.8469
VT,5158,Westminster,Windham,43.0826,-72.4749
OR,97054,Deer Island,Columbia,45.9356,-122.8985
OK,73626,Canute,Washita,35.4037,-99.2816
TX,79073,Plainview,Hale,34.0689,-101.827
IL,60163,Berkeley,Cook,41.8888,-87.909
NJ,7737,Leonardo,Monmouth,40.4177,-74.0623
VA,24013,Roanoke,Roanoke (city),37.2677,-79.9247
LA,71378,Wisner,Franklin,31.9913,-91.6768
CA,93030,Oxnard,Ventura,34.2141,-119.175
CA,90294,Venice,Los Angeles,33.9908,-118.4601
PA,18710,Wilkes Barre,Luzerne,41.2722,-75.8801
CA,94998,Novato,Marin,38.1173,-122.5684
KS,67056,Halstead,Harvey,38.0064,-97.5118
WV,25043,Clay,Clay,38.4764,-81.0696
MO,64680,Stet,Carroll,39.4231,-93.7588
TX,75085,Richardson,Dallas,32.7673,-96.7776
OH,45323,Enon,Clark,39.8663,-83.9385
CO,80621,Fort Lupton,Weld,40.108,-104.8013
NY,14212,Buffalo,Erie,42.8946,-78.8245
AL,36913,Melvin,Choctaw,32.0042,-88.2007
OH,44689,Wilmot,Stark,40.6567,-81.6352
IA,51520,Arion,Crawford,41.9504,-95.4623
IN,46012,Anderson,Madison,40.1309,-85.6536
MI,49047,Dowagiac,Cass,41.991,-86.1168
MO,63468,Shelbina,Shelby,39.6947,-92.0371
CO,81101,Alamosa,Alamosa,37.4703,-105.8786
MN,56461,Laporte,Hubbard,47.2368,-94.7772
MN,56464,Menahga,Wadena,46.7572,-95.0714
CA,93536,Lancaster,Los Angeles,34.7471,-118.3687
NM,88030,Deming,Luna,32.2318,-107.7466
MN,56340,Holdingford,Stearns,45.7249,-94.4581
WV,25253,Letart,Mason,38.9311,-81.9751
CA,92305,Angelus Oaks,San Bernardino,34.1531,-116.9485
IN,46942,Lake Cicott,Cass,40.7361,-86.3734
NC,28170,Wadesboro,Anson,34.9809,-80.0696
PA,16835,Fleming,Centre,40.9046,-77.8752
NY,10913,Blauvelt,Rockland,41.0626,-73.9629
CA,95693,Wilton,Sacramento,38.3983,-121.2303
FL,33155,Miami,Miami-Dade,25.7392,-80.3103
TN,38382,Trenton,Gibson,35.9712,-88.9507
FM,96941,Pohnpei,,7.1383,151.5031
CA,96101,Alturas,Modoc,41.4767,-120.5456
SD,57256,Ortley,Roberts,45.2657,-97.1925
PA,16827,Boalsburg,Centre,40.7793,-77.7822
ND,58494,Wing,Burleigh,47.1519,-100.3072
MO,65468,Eunice,Texas,37.248,-91.7834
MS,39157,Ridgeland,Madison,32.4122,-90.1207
CA,92285,Landers,San Bernardino,34.3103,-116.5241
WA,98822,Entiat,Chelan,47.7057,-120.276
OH,44139,Solon,Cuyahoga,41.3866,-81.4421
TX,78572,Mission,Hidalgo,26.2159,-98.3253
NY,10984,Thiells,Rockland,41.2078,-74.0154
PA,17002,Allensville,Mifflin,40.5075,-77.8392
VA,23175,Urbanna,Middlesex,37.6356,-76.5918
TX,75342,Dallas,Dallas,32.7673,-96.7776
TX,78704,Austin,Travis,30.2428,-97.7658
TX,79324,Enochs,Bailey,33.8731,-102.7599
WV,26543,Osage,Monongalia,39.6587,-80.0076
PA,16648,Hollidaysburg,Blair,40.4387,-78.3686
WA,99118,Curlew,Ferry,48.9108,-118.6452
NC,27706,Durham,Durham,35.997,-78.9422
VT,5778,Whiting,Addison,43.894,-73.203
CA,96033,French Gulch,Shasta,40.7035,-122.6229
AL,35229,Birmingham,Jefferson,33.4629,-86.7904
MI,48529,Burton,Genesee,42.9744,-83.6629
SC,29015,Blair,Fairfield,34.4967,-81.3459
FL,32514,Pensacola,Escambia,30.5241,-87.2167
SC,29377,Startex,Spartanburg,34.9285,-82.099
AR,72036,Cotton Plant,Woodruff,35.0178,-91.229
MI,49454,Scottville,Mason,43.9547,-86.2801
IL,60436,Joliet,Will,41.4884,-88.1572
SC,29335,Enoree,Spartanburg,34.671,-81.9237
IA,50582,Rutland,Humboldt,42.7635,-94.2719
WV,24983,Union,Monroe,37.5802,-80.5248
VT,5671,Waterbury,Washington,44.3378,-72.7562
NE,68810,Alda,Hall,40.8711,-98.4681
TX,75448,Klondike,Delta,33.3034,-95.8018
TX,75681,Mount Enterprise,Rusk,31.9125,-94.6235
TX,76426,Bridgeport,Wise,33.187,-97.781
OR,97497,Wolf Creek,Josephine,42.6522,-123.425
CA,95053,Santa Clara,Santa Clara,37.3498,-121.9378
LA,71454,Montgomery,Grant,31.6674,-92.8412
CA,90680,Stanton,Orange,33.7991,-117.9956
OR,97202,Portland,Multnomah,45.484,-122.6365
TX,79846,Redford,Presidio,29.4702,-104.0055
NY,13745,Chenango Bridge,Broome,42.1738,-75.8728
WI,54927,Butte Des Morts,Winnebago,44.1031,-88.6539
AR,72466,Smithville,Lawrence,36.0908,-91.2745
PA,16157,Wampum,Lawrence,40.8819,-80.3392
NM,87524,Costilla,Taos,36.9324,-105.6723
TX,78115,Geronimo,Guadalupe,29.5451,-98.0408
CA,92377,Rialto,San Bernardino,34.1561,-117.4042
TX,76268,Southmayd,Grayson,33.6304,-96.7692
ME,4253,Livermore,Androscoggin,44.4079,-70.215
VA,23628,Newport News,Newport News (city),37.1959,-76.5248
MS,39171,Thomastown,Leake,32.864,-89.6695
FL,34994,Stuart,Martin,27.1968,-80.2538
NV,89423,Minden,Douglas,39.0218,-119.7314
KY,40456,Mount Vernon,Rockcastle,37.3983,-84.3379
UT,84409,Ogden,Weber,41.2553,-111.9567
IA,52031,Bellevue,Jackson,42.2582,-90.4356
PA,18044,Easton,Northampton,40.6884,-75.2207
IL,60479,Verona,Grundy,41.2501,-88.517
MD,21120,Parkton,Baltimore,39.6422,-76.6737
PA,17301,Abbottstown,Adams,39.8881,-76.9931
MD,20615,Broomes Island,Calvert,38.418,-76.5478
WV,26263,Dryfork,Randolph,38.9489,-79.4376
OH,44855,North Fairfield,Huron,41.103,-82.5998
IL,60917,Buckingham,Kankakee,41.0433,-88.1772
AL,35560,Goodsprings,Walker,33.6795,-87.2374
IL,62810,Belle Rive,Jefferson,38.2153,-88.7558
MI,48068,Royal Oak,Oakland,42.4895,-83.1446
PA,17327,Glen Rock,York,39.7813,-76.7477
SC,29407,Charleston,Charleston,32.7993,-80.006
CA,93522,Darwin,Inyo,36.2948,-117.5957
SD,57450,Hoven,Potter,45.2278,-99.7763
IL,60060,Mundelein,Lake,42.2636,-88.0048
CA,95691,West Sacramento,Yolo,38.5673,-121.5516
WI,53185,Waterford,Racine,42.7632,-88.1974
NC,28080,Iron Station,Lincoln,35.4657,-81.107
UT,84313,Grouse Creek,Box Elder,41.7094,-113.8833
NY,11356,College Point,Queens,40.7855,-73.845
AR,72648,Marble Falls,Newton,36.0695,-93.1566
CA,92843,Garden Grove,Orange,33.7671,-117.929
IN,47274,Seymour,Jackson,38.9571,-85.8825
WI,54857,Mikana,Barron,45.6096,-91.6196
IL,61814,Bismarck,Vermilion,40.2552,-87.6138
NV,89177,Las Vegas,Clark,36.175,-115.1372
TX,77963,Goliad,Goliad,28.6993,-97.3783
LA,71028,Gibsland,Bienville,32.5299,-93.0706
WI,54471,Ringle,Marathon,44.9238,-89.4328
IN,46517,Elkhart,Elkhart,41.6469,-85.9728
FL,33855,Indian Lake Estates,Polk,27.798,-81.3572
NY,13619,Carthage,Jefferson,43.9791,-75.6013
MS,39477,Sandersville,Jones,31.7909,-89.0414
NY,13670,Oswegatchie,St. Lawrence,44.1933,-75.0659
CA,93628,Hume,Fresno,36.7515,-118.9575
GA,30707,Chickamauga,Walker,34.858,-85.3221
VA,22032,Fairfax,Fairfax,38.8177,-77.2925
IA,50531,Dolliver,Emmet,43.4664,-94.6242
MN,55723,Cook,St. Louis,47.8442,-92.721
CA,91309,Canoga Park,Los Angeles,34.2011,-118.5981
MS,39095,Lexington,Holmes,33.125,-90.0557
MI,48437,Genesee,Genesee,43.1123,-83.6154
MI,48174,Romulus,Wayne,42.2223,-83.3966
OR,97209,Portland,Multnomah,45.527,-122.6854
NE,69217,Long Pine,Brown,42.5364,-99.7007
WA,98380,Seabeck,Kitsap,47.5913,-122.8686
MO,65667,Hartville,Wright,37.2735,-92.5181
OH,45330,Gratis,Preble,39.6483,-84.5282
IL,61279,Reynolds,Rock Island,41.3277,-90.6384
MO,65632,Conway,Laclede,37.5085,-92.7891
MD,20716,Bowie,Prince George's,38.9263,-76.7098
NY,10915,Bullville,Orange,41.5443,-74.3615
LA,71351,Marksville,Avoyelles,31.1396,-92.0831
VA,23830,Carson,Dinwiddie,37.0393,-77.4351
WV,25707,Huntington,Cabell,38.4134,-82.2774
NY,12571,Red Hook,Dutchess,42.0064,-73.8546
NC,28542,Camp Lejeune,Onslow,34.664,-77.4637
OK,74115,Tulsa,Tulsa,36.1754,-95.9112
CA,93105,Santa Barbara,Santa Barbara,34.4369,-119.7285
VA,22610,Bentonville,Warren,38.8187,-78.2757
MO,65619,Brookline,Greene,37.1634,-93.4202
KS,67428,Canton,McPherson,38.3858,-97.4291
MO,65613,Bolivar,Polk,37.6085,-93.4126
MI,49917,Copper City,Houghton,47.2842,-88.3875
MO,64052,Independence,Jackson,39.075,-94.4499
AR,72523,Concord,Cleburne,35.6414,-91.8333
TN,38127,Memphis,Shelby,35.251,-90.0296
IL,60186,West Chicago,DuPage,41.8848,-88.204
CA,90508,Torrance,Los Angeles,33.7866,-118.2987
SC,29081,Ehrhardt,Bamberg,33.1044,-81.0221
FL,34714,Clermont,Polk,28.4113,-81.7812
NY,14720,Celoron,Chautauqua,42.1095,-79.2831
CA,91917,Dulzura,San Diego,32.6152,-116.7285
OK,73068,Noble,Cleveland,35.1417,-97.3409
OH,43221,Columbus,Franklin,40.0226,-83.0776
GA,31054,Mc Intyre,Wilkinson,32.8468,-83.204
TX,78562,La Villa,Hidalgo,26.2999,-97.9247
VA,22845,Orkney Springs,Shenandoah,38.7937,-78.8111
ME,4489,Stillwater,Penobscot,44.9224,-68.6868
IL,60466,Park Forest,Cook,41.479,-87.6828
TN,37342,Hillsboro,Coffee,35.3699,-85.9724
GA,30541,Epworth,Fannin,34.9129,-84.5391
FL,32228,Jacksonville,Duval,30.3824,-81.4369
CA,90831,Long Beach,Los Angeles,33.7678,-118.1994
TN,37401,Chattanooga,Hamilton,35.0456,-85.3097
NY,12033,Castleton On Hudson,Rensselaer,42.5376,-73.7071
WI,54139,Lena,Oconto,44.956,-88.075
NC,27627,Raleigh,Wake,35.7977,-78.6253
NC,28056,Gastonia,Gaston,35.2172,-81.1252
MI,48207,Detroit,Wayne,42.3524,-83.0271
CA,95437,Fort Bragg,Mendocino,39.4402,-123.7703
MI,49895,Wetmore,Alger,46.3535,-86.6345
PA,15032,Curtisville,Allegheny,40.6423,-79.8509
LA,71261,Mer Rouge,Morehouse,32.7718,-91.7716
IN,47866,Pimento,Vigo,39.2929,-87.3355
KS,66667,Topeka,Shawnee,39.0429,-95.7697
NM,88056,Rodeo,Hidalgo,31.8358,-109.0322
WY,82933,Fort Bridger,Uinta,41.3166,-110.3843
CT,6262,Quinebaug,Windham,42.0217,-71.9391
NY,10004,New York,New York,40.6964,-74.0253
CA,94209,Sacramento,Sacramento,38.5816,-121.4944
KY,40056,Pewee Valley,Oldham,38.3039,-85.4834
CO,80527,Fort Collins,Larimer,40.5853,-105.0844
PA,18437,Lake Como,Wayne,41.8666,-75.3231
WV,25423,Halltown,Jefferson,39.314,-77.7978
WI,53744,Madison,Dane,43.0696,-89.4239
OR,97604,Crater Lake,Klamath,42.9465,-122.1769
NY,10546,Millwood,Westchester,41.2015,-73.7926
CA,93111,Santa Barbara,Santa Barbara,34.4453,-119.8025
NY,14125,Oakfield,Genesee,43.0717,-78.2702
OH,43766,New Straitsville,Perry,39.5869,-82.2488
NY,14731,Ellicottville,Cattaraugus,42.2959,-78.6606
AK,99758,Minto,Yukon-Koyukuk (CA),65.0584,-149.6912
NY,10453,Bronx,Bronx,40.852,-73.9129
TN,38039,Grand Junction,Hardeman,35.049,-89.187
ID,83244,Howe,Butte,43.9087,-113.0878
MI,48027,Goodells,St. Clair,42.9443,-82.6916
TX,78225,San Antonio,Bexar,29.3875,-98.5245
CA,95659,Nicolaus,Sutter,38.8657,-121.557
IL,62622,Bluff Springs,Cass,39.9796,-90.3524
OH,44147,Broadview Heights,Cuyahoga,41.3141,-81.6731
GA,31310,Hinesville,Liberty,31.8068,-81.4371
NJ,8862,Perth Amboy,Middlesex,40.43,-74.4173
WV,26611,Cedarville,Gilmer,38.8451,-80.8323
OH,44881,Sulphur Springs,Crawford,40.8709,-82.8771
MT,59624,Helena,Lewis and Clark,46.5927,-112.0361
UT,84404,Ogden,Weber,41.2627,-111.9837
KY,42103,Bowling Green,Warren,36.9663,-86.3933
CA,95937,Dunnigan,Yolo,38.887,-121.9992
CA,94164,San Francisco,City and County of San Francisco,37.7749,-122.4194
PA,15479,Smithton,Westmoreland,40.1553,-79.7381
NY,13625,Colton,St. Lawrence,44.5016,-74.9327
GA,30548,Hoschton,Jackson,34.0866,-83.7803
TX,75038,Irving,Dallas,32.8653,-96.9905
IA,50137,Killduff,Jasper,41.608,-92.9046
CA,93581,Tehachapi,Kern,35.1322,-118.449
IN,46365,Mill Creek,LaPorte,41.6091,-86.544
VA,24157,Salem,Salem (city),37.2884,-80.0671
ND,58778,Ruso,McLean,47.7622,-100.8754
MT,59535,Lloyd,Blaine,47.9647,-109.2671
WA,98056,Renton,King,47.5073,-122.1819
TX,77277,Houston,Harris,29.834,-95.4342
CA,90010,Los Angeles,Los Angeles,34.0606,-118.3027
MO,65075,Saint Elizabeth,Miller,38.2712,-92.2635
TX,75132,Fate,Rockwall,32.9415,-96.3814
KY,40176,Webster,Breckinridge,37.9237,-86.3441
IL,60078,Palatine,Cook,42.1103,-88.0342
TX,79011,Briscoe,Wheeler,35.5855,-100.1679
MS,39189,Walnut Grove,Leake,32.6134,-89.4105
MI,48340,Pontiac,Oakland,42.668,-83.2893
OK,73560,Olustee,Jackson,34.5496,-99.4287
VA,24426,Covington,Covington (city),37.7802,-79.987
PA,17535,Kinzers,Lancaster,40.0053,-76.0493
TX,75009,Celina,Collin,33.3103,-96.7673
CA,92347,Hinkley,San Bernardino,34.9279,-117.1809
AK,99721,Anaktuvuk Pass,North Slope,68.1433,-151.7358
MN,55030,Grasston,Pine,45.8566,-93.0813
AK,99747,Kaktovik,North Slope,70.1319,-143.6239
TX,78739,Austin,Travis,30.172,-97.8784
AZ,85266,Scottsdale,Maricopa,33.7669,-111.9182
VT,5863,Saint Johnsbury Center,Caledonia,44.4567,-72.0157
CO,80457,Kittredge,Jefferson,39.6481,-105.2782
PA,17885,Weikert,Union,40.8584,-77.2953
OK,74604,Ponca City,Kay,36.7299,-97.0454
PA,19382,West Chester,Chester,39.9441,-75.5882
KS,66517,Ogden,Riley,39.1153,-96.7101
VA,22833,Lacey Spring,Rockingham,38.5284,-78.8552
PA,15004,Atlasburg,Washington,40.3413,-80.3822
TX,79106,Amarillo,Potter,35.1977,-101.8949
TX,76557,Moody,McLennan,31.2533,-97.41
WV,26321,Alum Bridge,Lewis,39.0425,-80.6882
MA,2149,Everett,Middlesex,42.4112,-71.0514
TX,79236,Guthrie,King,33.6206,-100.3229
OH,44683,Uhrichsville,Tuscarawas,40.3905,-81.3374
IA,52556,Fairfield,Jefferson,41.0039,-91.9576
TN,38255,Sharon,Weakley,36.2395,-88.8477
MD,20725,Laurel,Prince George's,39.0993,-76.8483
FL,32781,Titusville,Brevard,28.6122,-80.8076
NC,27152,Winston Salem,Forsyth,36.0275,-80.2073
TX,78564,Lopeno,Zapata,26.9454,-99.204
NH,3287,Wilmot,Merrimack,43.4485,-71.9158
GA,30802,Appling,Columbia,33.6271,-82.2856
AL,36855,Five Points,Chambers,33.0424,-85.3243
KS,66418,Delia,Jackson,39.2655,-95.9608
ME,4627,Deer Isle,Hancock,44.234,-68.6448
NY,13037,Chittenango,Madison,43.0552,-75.8768
FL,33319,Fort Lauderdale,Broward,26.1848,-80.2406
IA,51502,Council Bluffs,Pottawattamie,41.2619,-95.8608
GA,30558,Maysville,Banks,34.2529,-83.5616
MI,48356,Highland,Oakland,42.6692,-83.5895
MD,21650,Massey,Kent,39.3126,-75.8215
MS,39207,Jackson,Hinds,32.2988,-90.1848
NY,14864,Millport,Chemung,42.2581,-76.8392
TX,88577,El Paso,El Paso,31.6948,-106.3
OK,74720,Achille,Bryan,33.8396,-96.3648
IN,47353,Liberty,Union,39.6126,-84.9089
MI,48980,Lansing,Ingham,42.7325,-84.5555
OH,45479,Dayton,Montgomery,39.7344,-84.1944
CT,6901,Stamford,Fairfield,41.0531,-73.539
OH,45849,Grover Hill,Paulding,41.0245,-84.4956
VA,24010,Roanoke,Roanoke (city),37.2742,-79.9579
TX,88518,El Paso,El Paso,31.6948,-106.3
WI,53715,Madison,Dane,43.0653,-89.4
KS,66508,Marysville,Marshall,39.8428,-96.6422
PA,18773,Wilkes Barre,Luzerne,41.2722,-75.8801
ME,4079,Harpswell,Cumberland,43.7811,-69.9955
OH,43917,Dillonvale,Jefferson,40.2251,-80.8031
IA,50530,Dayton,Webster,42.2594,-94.061
